"";"id";"name";"text";"power";"toughness";"manaCost";"convertedManaCost";"specificManaCost";"colorIdentity";"type1";"type2"
"131";295;"Akoum Battlesinger";"Haste
Whenever Akoum Battlesinger or another Ally enters the battlefield under your control, you may have Ally creatures you control get +1/+0 until end of turn.";"1";"1";"{1}{R}";2;1;"R";"Creature";"Human Berserker Ally"
"132";296;"Akoum Boulderfoot";"When Akoum Boulderfoot enters the battlefield, it deals 1 damage to any target.";"4";"5";"{4}{R}{R}";6;2;"R";"Creature";"Giant Warrior"
"133";297;"Akoum Firebird";"Flying, haste
Akoum Firebird attacks each combat if able.
Landfall — Whenever a land enters the battlefield under your control, you may pay {4}{R}{R}. If you do, return Akoum Firebird from your graveyard to the battlefield.";"3";"3";"{2}{R}{R}";4;2;"R";"Creature";"Phoenix"
"134";298;"Akoum Flameseeker";"Cohort — {T}, Tap an untapped Ally you control: Discard a card. If you do, draw a card.";"3";"2";"{2}{R}";3;1;"R";"Creature";"Human Shaman Ally"
"135";299;"Akoum Hellkite";"Flying
Landfall — Whenever a land enters the battlefield under your control, Akoum Hellkite deals 1 damage to any target. If that land is a Mountain, Akoum Hellkite deals 2 damage to that permanent or player instead.";"4";"4";"{4}{R}{R}";6;2;"R";"Creature";"Dragon"
"136";301;"Akoum Stonewaker";"Landfall — Whenever a land enters the battlefield under your control, you may pay {2}{R}. If you do, create a 3/1 red Elemental creature token with trample and haste. Exile that token at the beginning of the next end step.";"2";"1";"{1}{R}";2;1;"R";"Creature";"Human Shaman"
"137";302;"Akrasan Squire";"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)";"1";"1";"{W}";1;1;"W";"Creature";"Human Soldier"
"138";303;"Akroan Conscriptor";"Heroic — Whenever you cast a spell that targets Akroan Conscriptor, gain control of another target creature until end of turn. Untap that creature. It gains haste until end of turn.";"3";"2";"{4}{R}";5;1;"R";"Creature";"Human Shaman"
"139";304;"Akroan Crusader";"Heroic — Whenever you cast a spell that targets Akroan Crusader, create a 1/1 red Soldier creature token with haste.";"1";"1";"{R}";1;1;"R";"Creature";"Human Soldier"
"140";305;"Akroan Hoplite";"Whenever Akroan Hoplite attacks, it gets +X/+0 until end of turn, where X is the number of attacking creatures you control.";"1";"2";"{R}{W}";2;2;"R";"Creature";"Human Soldier"
"141";307;"Akroan Jailer";"{2}{W}, {T}: Tap target creature.";"1";"1";"{W}";1;1;"W";"Creature";"Human Soldier"
"142";308;"Akroan Line Breaker";"Heroic — Whenever you cast a spell that targets Akroan Line Breaker, Akroan Line Breaker gets +2/+0 and gains intimidate until end of turn. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)";"2";"1";"{2}{R}";3;1;"R";"Creature";"Human Warrior"
"143";309;"Akroan Mastiff";"{W}, {T}: Tap target creature.";"2";"2";"{3}{W}";4;1;"W";"Creature";"Hound"
"144";310;"Akroan Phalanx";"Vigilance
{2}{R}: Creatures you control get +1/+0 until end of turn.";"3";"3";"{3}{W}";4;1;"R";"Creature";"Human Soldier"
"145";311;"Akroan Sergeant";"First strike (This creature deals combat damage before creatures without first strike.)
Renown 1 (When this creature deals combat damage to a player, if it isn't renowned, put a +1/+1 counter on it and it becomes renowned.)";"2";"2";"{2}{R}";3;1;"R";"Creature";"Human Soldier"
"146";312;"Akroan Skyguard";"Flying
Heroic — Whenever you cast a spell that targets Akroan Skyguard, put a +1/+1 counter on Akroan Skyguard.";"1";"1";"{1}{W}";2;1;"W";"Creature";"Human Soldier"
"147";314;"Akroma's Devoted";"Cleric creatures have vigilance.";"2";"4";"{3}{W}";4;1;"W";"Creature";"Human Cleric"
"148";320;"Akron Legionnaire";"Except for creatures named Akron Legionnaire and artifact creatures, creatures you control can't attack.";"8";"4";"{6}{W}{W}";8;2;"W";"Creature";"Giant Soldier"
"149";321;"Aku Djinn";"Trample
At the beginning of your upkeep, put a +1/+1 counter on each creature each opponent controls.";"5";"6";"{3}{B}{B}";5;2;"B";"Creature";"Djinn"
"150";324;"Alabaster Dragon";"Flying
When Alabaster Dragon dies, shuffle it into its owner's library.";"4";"4";"{4}{W}{W}";6;2;"W";"Creature";"Dragon"
"151";325;"Alabaster Kirin";"Flying, vigilance";"2";"3";"{3}{W}";4;1;"W";"Creature";"Kirin"
"152";326;"Alabaster Leech";"White spells you cast cost {W} more to cast.";"1";"3";"{W}";1;1;"W";"Creature";"Leech"
"153";327;"Alabaster Mage";"{1}{W}: Target creature you control gains lifelink until end of turn. (Damage dealt by the creature also causes its controller to gain that much life.)";"2";"1";"{1}{W}";2;1;"W";"Creature";"Human Wizard"
"154";329;"Alabaster Wall";"Defender (This creature can't attack.)
{T}: Prevent the next 1 damage that would be dealt to any target this turn.";"0";"4";"{2}{W}";3;1;"W";"Creature";"Wall"
"155";330;"Alaborn Cavalier";"Whenever Alaborn Cavalier attacks, you may tap target creature.";"2";"2";"{2}{W}{W}";4;2;"W";"Creature";"Human Knight"
"156";331;"Alaborn Grenadier";"Vigilance";"2";"2";"{W}{W}";2;2;"W";"Creature";"Human Soldier"
"157";332;"Alaborn Musketeer";"Reach (This creature can block creatures with flying.)";"2";"1";"{1}{W}";2;1;"W";"Creature";"Human Soldier"
"158";333;"Alaborn Trooper";"";"2";"3";"{2}{W}";3;1;"W";"Creature";"Human Soldier"
"159";334;"Alaborn Veteran";"{T}: Target creature gets +2/+2 until end of turn. Activate this ability only during your turn, before attackers are declared.";"2";"2";"{2}{W}";3;1;"W";"Creature";"Human Knight"
"160";335;"Alaborn Zealot";"When Alaborn Zealot blocks a creature, destroy that creature and Alaborn Zealot.";"1";"1";"{W}";1;1;"W";"Creature";"Human Soldier"
"161";336;"Aladdin";"{1}{R}{R}, {T}: Gain control of target artifact for as long as you control Aladdin.";"1";"1";"{2}{R}{R}";4;2;"R";"Creature";"Human Rogue"
"162";340;"Albino Troll";"Echo {1}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
{1}{G}: Regenerate Albino Troll.";"3";"3";"{1}{G}";2;1;"G";"Creature";"Troll"
"163";341;"Alchemist's Apprentice";"Sacrifice Alchemist's Apprentice: Draw a card.";"1";"1";"{1}{U}";2;1;"U";"Creature";"Human Wizard"
"164";347;"Alert Shu Infantry";"Vigilance";"2";"2";"{2}{W}";3;1;"W";"Creature";"Human Soldier"
"165";348;"Alesha's Vanguard";"Dash {2}{B} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)";"3";"3";"{3}{B}";4;1;"B";"Creature";"Orc Warrior"
"166";352;"Algae Gharial";"Shroud (This creature can't be the target of spells or abilities.)
Whenever another creature dies, you may put a +1/+1 counter on Algae Gharial.";"1";"1";"{3}{G}";4;1;"G";"Creature";"Crocodile"
"167";355;"Ali Baba";"{R}: Tap target Wall.";"1";"1";"{R}";1;1;"R";"Creature";"Human Rogue"
"168";356;"Ali from Cairo";"Damage that would reduce your life total to less than 1 reduces it to 1 instead.";"0";"1";"{2}{R}{R}";4;2;"R";"Creature";"Human"
"169";367;"Alley Grifters";"Whenever Alley Grifters becomes blocked, defending player discards a card.";"2";"2";"{1}{B}{B}";3;2;"B";"Creature";"Human Mercenary"
"170";368;"Alley Strangler";"Menace";"2";"3";"{2}{B}";3;1;"B";"Creature";"Aetherborn Rogue"
"171";372;"Allosaurus Rider";"You may exile two green cards from your hand rather than pay this spell's mana cost.
Allosaurus Rider's power and toughness are each equal to 1 plus the number of lands you control.";"1+*";"1+*";"{5}{G}{G}";7;2;"G";"Creature";"Elf Warrior"
"172";376;"Alluring Siren";"{T}: Target creature an opponent controls attacks you this turn if able.";"1";"1";"{1}{U}";2;1;"U";"Creature";"Siren"
"173";379;"Alms Beast";"Creatures blocking or blocked by Alms Beast have lifelink.";"6";"6";"{2}{W}{B}";4;2;"B";"Creature";"Beast"
"174";380;"Alms Collector";"Flash
If an opponent would draw two or more cards, instead you and that player each draw a card.";"3";"4";"{3}{W}";4;1;"W";"Creature";"Cat Cleric"
"175";384;"Alpha Kavu";"{1}{G}: Target Kavu creature gets -1/+1 until end of turn.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Kavu"
"176";387;"Alpha Tyrranax";"";"6";"5";"{4}{G}{G}";6;2;"G";"Creature";"Dinosaur Beast"
"177";388;"Alpine Grizzly";"";"4";"2";"{2}{G}";3;1;"G";"Creature";"Bear"
"178";390;"Altac Bloodseeker";"Whenever a creature an opponent controls dies, Altac Bloodseeker gets +2/+0 and gains first strike and haste until end of turn. (It deals combat damage before creatures without first strike, and it can attack and {T} as soon as it comes under your control.)";"2";"1";"{1}{R}";2;1;"R";"Creature";"Human Berserker"
"179";401;"Altered Ego";"This spell can't be countered.
You may have Altered Ego enter the battlefield as a copy of any creature on the battlefield, except it enters with X additional +1/+1 counters on it.";"0";"0";"{X}{2}{G}{U}";4;4;"G";"Creature";"Shapeshifter"
"180";406;"Amateur Auteur";"Sacrifice Amateur Auteur: Destroy target enchantment.";"2";"2";"{1}{W}";2;1;"W";"Creature";"Human"
"181";407;"Amateur Auteur (b)";"Sacrifice Amateur Auteur: Destroy target enchantment.";"2";"2";"{1}{W}";2;1;"W";"Creature";"Human"
"182";408;"Amateur Auteur (c)";"Sacrifice Amateur Auteur: Destroy target enchantment.";"2";"2";"{1}{W}";2;1;"W";"Creature";"Human"
"183";409;"Amateur Auteur (d)";"Sacrifice Amateur Auteur: Destroy target enchantment.";"2";"2";"{1}{W}";2;1;"W";"Creature";"Human"
"184";411;"Ambassador Oak";"When Ambassador Oak enters the battlefield, create a 1/1 green Elf Warrior creature token.";"3";"3";"{3}{G}";4;1;"G";"Creature";"Treefolk Warrior"
"185";415;"Ambitious Aetherborn";"Fabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)";"4";"3";"{4}{B}";5;1;"B";"Creature";"Aetherborn Artificer"
"186";417;"Ambuscade Shaman";"Whenever Ambuscade Shaman or another creature enters the battlefield under your control, that creature gets +2/+2 until end of turn.
Dash {3}{B} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)";"2";"2";"{2}{B}";3;1;"B";"Creature";"Orc Shaman"
"187";419;"Ambush Commander";"Forests you control are 1/1 green Elf creatures that are still lands.
{1}{G}, Sacrifice an Elf: Target creature gets +3/+3 until end of turn.";"2";"2";"{3}{G}{G}";5;2;"G";"Creature";"Elf"
"188";420;"Ambush Krotiq";"Trample
When Ambush Krotiq enters the battlefield, return another creature you control to its owner's hand.";"5";"5";"{5}{G}";6;1;"G";"Creature";"Insect"
"189";421;"Ambush Party";"First strike, haste";"3";"1";"{4}{R}";5;1;"R";"Creature";"Human Rogue"
"190";422;"Ambush Viper";"Flash (You may cast this spell any time you could cast an instant.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)";"2";"1";"{1}{G}";2;1;"G";"Creature";"Snake"
"191";425;"Ammit Eternal";"Afflict 3 (Whenever this creature becomes blocked, defending player loses 3 life.)
Whenever an opponent casts a spell, put a -1/-1 counter on Ammit Eternal.
Whenever Ammit Eternal deals combat damage to a player, remove all -1/-1 counters from it.";"5";"5";"{2}{B}";3;1;"B";"Creature";"Zombie Crocodile Demon"
"192";427;"Amoeboid Changeling";"Changeling (This card is every creature type.)
{T}: Target creature gains all creature types until end of turn.
{T}: Target creature loses all creature types until end of turn.";"1";"1";"{1}{U}";2;1;"U";"Creature";"Shapeshifter"
"193";429;"Amphibious Kavu";"Whenever Amphibious Kavu blocks or becomes blocked by one or more blue and/or black creatures, Amphibious Kavu gets +3/+3 until end of turn.";"2";"2";"{2}{G}";3;1;"G";"Creature";"Kavu"
"194";430;"Amphin Cutthroat";"";"2";"4";"{3}{U}";4;1;"U";"Creature";"Salamander Rogue"
"195";431;"Amphin Pathmage";"{2}{U}: Target creature can't be blocked this turn.";"3";"2";"{3}{U}";4;1;"U";"Creature";"Salamander Wizard"
"196";432;"Amplifire";"At the beginning of your upkeep, reveal cards from the top of your library until you reveal a creature card. Until your next turn, Amplifire's base power becomes twice that card's power and its base toughness becomes twice that card's toughness. Put the revealed cards on the bottom of your library in a random order.";"1";"1";"{2}{R}{R}";4;2;"R";"Creature";"Elemental"
"197";433;"Ampryn Tactician";"When Ampryn Tactician enters the battlefield, creatures you control get +1/+1 until end of turn.";"3";"3";"{2}{W}{W}";4;2;"W";"Creature";"Human Soldier"
"198";434;"Amrou Kithkin";"Amrou Kithkin can't be blocked by creatures with power 3 or greater.";"1";"1";"{W}{W}";2;2;"W";"Creature";"Kithkin"
"199";435;"Amrou Scout";"{4}, {T}: Search your library for a Rebel permanent card with converted mana cost 3 or less and put it onto the battlefield. Then shuffle your library.";"2";"1";"{1}{W}";2;1;"W";"Creature";"Kithkin Rebel Scout"
"200";436;"Amrou Seekers";"Amrou Seekers can't be blocked except by artifact creatures and/or white creatures.";"2";"2";"{2}{W}";3;1;"W";"Creature";"Kithkin Rebel"
"201";437;"Amugaba";"Flying
{2}{U}, Discard a card: Return Amugaba to its owner's hand.";"6";"6";"{5}{U}{U}";7;2;"U";"Creature";"Illusion"
"202";443;"An-Havva Constable";"An-Havva Constable's toughness is equal to 1 plus the number of green creatures on the battlefield.";"2";"1+*";"{1}{G}{G}";3;2;"G";"Creature";"Human"
"203";447;"Ana Battlemage";"Kicker {2}{U} and/or {1}{B} (You may pay an additional {2}{U} and/or {1}{B} as you cast this spell.)
When Ana Battlemage enters the battlefield, if it was kicked with its {2}{U} kicker, target player discards three cards.
When Ana Battlemage enters the battlefield, if it was kicked with its {1}{B} kicker, tap target untapped creature and that creature deals damage equal to its power to its controller.";"2";"2";"{2}{G}";3;1;"B";"Creature";"Human Wizard"
"204";448;"Ana Disciple";"{U}, {T}: Target creature gains flying until end of turn.
{B}, {T}: Target creature gets -2/-0 until end of turn.";"1";"1";"{G}";1;1;"B";"Creature";"Human Wizard"
"205";450;"Anaba Ancestor";"{T}: Another target Minotaur creature gets +1/+1 until end of turn.";"1";"1";"{1}{R}";2;1;"R";"Creature";"Minotaur Spirit"
"206";451;"Anaba Bodyguard";"First strike (This creature deals combat damage before creatures without first strike.)";"2";"3";"{3}{R}";4;1;"R";"Creature";"Minotaur"
"207";452;"Anaba Shaman";"{R}, {T}: Anaba Shaman deals 1 damage to any target.";"2";"2";"{3}{R}";4;1;"R";"Creature";"Minotaur Shaman"
"208";453;"Anaba Spirit Crafter";"Minotaur creatures get +1/+0.";"1";"3";"{2}{R}{R}";4;2;"R";"Creature";"Minotaur Shaman"
"209";454;"Anaconda";"Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)";"3";"3";"{3}{G}";4;1;"G";"Creature";"Snake"
"210";457;"Anarchist";"When Anarchist enters the battlefield, you may return target sorcery card from your graveyard to your hand.";"2";"2";"{4}{R}";5;1;"R";"Creature";"Human Wizard"
"211";459;"Anathemancer";"When Anathemancer enters the battlefield, it deals damage to target player equal to the number of nonbasic lands that player controls.
Unearth {5}{B}{R} ({5}{B}{R}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)";"2";"2";"{1}{B}{R}";3;2;"B";"Creature";"Zombie Wizard"
"212";460;"Anavolver";"Kicker {1}{U} and/or {B} (You may pay an additional {1}{U} and/or {B} as you cast this spell.)
If Anavolver was kicked with its {1}{U} kicker, it enters the battlefield with two +1/+1 counters on it and with flying.
If Anavolver was kicked with its {B} kicker, it enters the battlefield with a +1/+1 counter on it and with ""Pay 3 life: Regenerate Anavolver.""";"3";"3";"{3}{G}";4;1;"B";"Creature";"Volver"
"213";462;"Ancestor Dragon";"Flying
Whenever one or more creatures you control attack, you gain 1 life for each attacking creature.";"5";"6";"{4}{W}{W}";6;2;"W";"Creature";"Dragon"
"214";463;"Ancestor's Chosen";"First strike (This creature deals combat damage before creatures without first strike.)
When Ancestor's Chosen enters the battlefield, you gain 1 life for each card in your graveyard.";"4";"4";"{5}{W}{W}";7;2;"W";"Creature";"Human Cleric"
"215";464;"Ancestor's Prophet";"Tap five untapped Clerics you control: You gain 10 life.";"1";"5";"{4}{W}";5;1;"W";"Creature";"Human Cleric"
